"","RetMinusTwo","RetMinusOne","RetPlusOne","RetPlusTwo"
"1",0.0552748989796113,-0.0107701364284492,-0.019512033684347,0.0288463644505169
"2",0.00974753688780641,0.00298729130050192,-0.00293887045659027,-0.0102532062011219
"3",0.00307721945397654,0.00618092885109984,-0.0247912730793698,0.0157107386242704
"4",0.000984160557046169,0.0141058737259725,-0.00567962888889001,-0.00219045788018939
"5",-0.0182244300049257,0.0110649538901595,0.0361037512096891,-0.0265516002115291
"6",0.0144726940384516,0.00713896622023612,0.0310975322127061,-0.0065507809520298
"7",-0.00289338282060073,0.00660072947862672,-0.0111052627929281,-0.0307445394423738
"8",0.00458686191882826,0.00615616579602788,0.0202682893862411,-0.0590926021628951
"9",0.00250739792982831,-0.0159367500514474,-0.00934822151557713,-0.0247546992279411
"10",0.0455770448661977,0.0435315156227439,0.02240733262591,-0.0106742676757708
"11",0.0279984787285419,-0.00279462921965696,0.00205548753936118,0.0135040094598949
"12",0.00480312271214417,0.0465348722222673,0.0977414399670561,0.0356043667193771
"13",-0.0101298215106142,-0.00957976290778534,0.000598897940437815,-0.0271026004047802
"14",0.00870350515805513,-0.00775397474760793,-0.0109364190150978,-0.0196997840768686
"15",-0.0260652121614138,0.0164635163307504,0.00102828212502425,-0.00175622897468456
"16",0.0194178302994356,0.00588230529622613,0.00472773849942206,-0.0161664430299226
"17",-0.0113236803282597,0.0286763863757605,0.00908967863741676,-0.00352205697452492
"18",0.000784859432787866,0.000507087640619037,-0.0100670567551237,-0.00640551124781409
"19",0.00959194754554119,-0.00531996858225346,0.00316555650231586,-0.0075777142204867
"20",-0.00643421275482692,-0.00382999084817714,0.000229054026563488,0.00424985351248808
"21",-0.0504249519397261,0.0117243768309076,-0.00736780024639801,0.00114253849531222
"22",-0.0152886088354493,0.0096647627689686,-0.0234682675485368,0.00460197191282746
"23",-0.0251913505884204,-0.00580690138370871,0.00578135966737504,0.0168543603880902
"24",-0.0107364269893095,-0.0314281202001194,0.0761624942291917,0.0135656251213917
"25",0.00972284905965192,0.00664185084844017,-0.00520411049480371,0.0144112726980725
"26",0.00586334402697122,0.00687459042397773,0.0107706087973714,0.00425412142127447
"27",-0.0191161675197613,-0.00227600719965644,-0.0323646112863485,-0.0171188591632539
"28",-0.054585165378542,0.12523406329854,0.129496269082083,-0.0129538409424899
"29",-0.0292513427140314,-0.0141559930161584,0.00382766265685308,-0.00730190280932366
"30",-0.00617114385409282,0.00900723814478514,0.023320962419284,-0.00246534371462444
"31",0.00579639663049761,-0.000333872297708198,0.00405140685529146,-0.00496226219219734
